Time,OFFICE.0.0:WINTER INCLUDING EXTREME WINTER DAYS:Des Heat Load [W],OFFICE.0.0:SUMMER INCLUDING EXTREME SUMMER DAYS:Des Sens Cool Load [W],OFFICE.0.0:WINTER INCLUDING EXTREME WINTER DAYS:Des Heat Mass Flow [kg/s],OFFICE.0.0:SUMMER INCLUDING EXTREME SUMMER DAYS:Des Cool Mass Flow [kg/s],OFFICE.1.0:WINTER INCLUDING EXTREME WINTER DAYS:Des Heat Load [W],OFFICE.1.0:SUMMER INCLUDING EXTREME SUMMER DAYS:Des Sens Cool Load [W],OFFICE.1.0:WINTER INCLUDING EXTREME WINTER DAYS:Des Heat Mass Flow [kg/s],OFFICE.1.0:SUMMER INCLUDING EXTREME SUMMER DAYS:Des Cool Mass Flow [kg/s],OFFICE.2.0:WINTER INCLUDING EXTREME WINTER DAYS:Des Heat Load [W],OFFICE.2.0:SUMMER INCLUDING EXTREME SUMMER DAYS:Des Sens Cool Load [W],OFFICE.2.0:WINTER INCLUDING EXTREME WINTER DAYS:Des Heat Mass Flow [kg/s],OFFICE.2.0:SUMMER INCLUDING EXTREME SUMMER DAYS:Des Cool Mass Flow [kg/s]
22:30:00,1.411945E+03,0.000000E+00,3.955922E-02,0.000000E+00,1.855833E+02,0.000000E+00,5.200110E-03,0.000000E+00,1.699983E+03,0.000000E+00,4.762881E-02,0.000000E+00
22:40:00,1.505933E+03,0.000000E+00,4.219236E-02,0.000000E+00,2.803166E+02,0.000000E+00,7.854398E-03,0.000000E+00,1.820461E+03,0.000000E+00,5.100400E-02,0.000000E+00
22:50:00,1.593515E+03,0.000000E+00,4.464600E-02,0.000000E+00,3.930167E+02,0.000000E+00,1.101208E-02,0.000000E+00,1.933289E+03,0.000000E+00,5.416485E-02,0.000000E+00
23:00:00,1.674981E+03,0.000000E+00,4.692827E-02,0.000000E+00,5.131407E+02,0.000000E+00,1.437745E-02,0.000000E+00,2.038702E+03,0.000000E+00,5.711792E-02,0.000000E+00
23:10:00,1.751507E+03,0.000000E+00,4.907215E-02,0.000000E+00,6.111123E+02,0.000000E+00,1.712239E-02,0.000000E+00,2.138992E+03,0.000000E+00,5.992749E-02,0.000000E+00
23:20:00,1.823352E+03,0.000000E+00,5.108490E-02,0.000000E+00,7.181081E+02,0.000000E+00,2.012016E-02,0.000000E+00,2.234392E+03,0.000000E+00,6.260003E-02,0.000000E+00
23:30:00,1.890730E+03,0.000000E+00,5.297248E-02,0.000000E+00,8.155294E+02,0.000000E+00,2.284963E-02,0.000000E+00,2.325075E+03,0.000000E+00,6.514042E-02,0.000000E+00
23:40:00,1.953806E+03,0.000000E+00,5.473952E-02,0.000000E+00,9.078006E+02,0.000000E+00,2.543480E-02,0.000000E+00,2.411162E+03,0.000000E+00,6.755204E-02,0.000000E+00
23:50:00,2.012762E+03,0.000000E+00,5.639114E-02,0.000000E+00,9.953402E+02,0.000000E+00,2.788737E-02,0.000000E+00,2.492811E+03,0.000000E+00,6.983934E-02,0.000000E+00
24:00:00,2.067765E+03,0.000000E+00,5.793201E-02,0.000000E+00,1.078305E+03,0.000000E+00,3.021175E-02,0.000000E+00,2.570175E+03,0.000000E+00,7.200656E-02,0.000000E+00
Peak,1.786007E+04,9.893410E+03,5.551420E-01,7.188796E-01,1.776069E+04,1.197261E+04,5.518293E-01,8.699600E-01,1.930859E+04,1.201345E+04,6.018102E-01,8.729308E-01

Peak Vol Flow (m3/s),,,4.909853E-01,6.358001E-01,,,4.880554E-01,7.694204E-01,,,5.322601E-01,7.720479E-01
