Date/Time,OFFICE.0.0:Zone Lights Electric Energy [J](Annual),OFFICE.1.0:Zone Lights Electric Energy [J](Annual),OFFICE.2.0:Zone Lights Electric Energy [J](Annual),OFFICE.0.0:Zone Air System Sensible Heating Rate [W](Annual),OFFICE.0.0:Zone Air System Sensible Cooling Rate [W](Annual),OFFICE.1.0:Zone Air System Sensible Heating Rate [W](Annual),OFFICE.1.0:Zone Air System Sensible Cooling Rate [W](Annual),OFFICE.2.0:Zone Air System Sensible Heating Rate [W](Annual),OFFICE.2.0:Zone Air System Sensible Cooling Rate [W](Annual),OFFICE.0.0 WAHP:Zone Water to Air Heat Pump Electric Energy [J](Annual),OFFICE.1.0 WAHP:Zone Water to Air Heat Pump Electric Energy [J](Annual),OFFICE.2.0 WAHP:Zone Water to Air Heat Pump Electric Energy [J](Annual),BOILER1:Boiler Electric Energy [J](Annual),MAINTOWER:Cooling Tower Fan Electric Energy [J](Annual) 
,31162043228.608098,31271323427.958337,31150595664.830163,826.7570028063415,651.172435765588,616.8783288300305,930.002212306451,1173.9205660403086,847.9994846648626,21410820209.08449,22465988793.467214,28118401226.509698,68052333032.71754,894801119.7209457 
