u-value:Roof,0.175,0.025,Uniform
u-value:WallExternal,0.2,0.05,Uniform
u-value:FloorGround,0.2,0.05,Uniform
u-value:Window,0.8,0.05,Uniform
g-value:Window,0.6,0.05,Uniform
