u-value:Roof,0.15,0.05,Uniform
u-value:WallExternal,0.20,0.05,Uniform
u-value:FloorGround,0.20,0.05,Uniform
u-value:Window,0.8,0.2,Uniform
g-value:Window,0.5,0.1,Uniform
